"By variant(1)","By province(1)","By age(1)",2022,2025,2030,2035,2040,2045,2050,2052
"Medium","Incheon","15 Years",0.00008,0.00002,0.00015,0.00028,0.00032,0.00032,0.00032,0.00032
"Medium","Incheon","16 Years",0.00000,0.00003,0.00024,0.00044,0.00052,0.00052,0.00052,0.00052
"Medium","Incheon","17 Years",0.00024,0.00007,0.00041,0.00072,0.00085,0.00085,0.00085,0.00085
"Medium","Incheon","18 Years",0.00030,0.00015,0.00067,0.00117,0.00137,0.00137,0.00137,0.00137
"Medium","Incheon","19 Years",0.00140,0.00031,0.00110,0.00187,0.00217,0.00217,0.00217,0.00217
"Medium","Incheon","20 Years",0.00126,0.00060,0.00178,0.00292,0.00337,0.00337,0.00337,0.00337
"Medium","Incheon","21 Years",0.00334,0.00112,0.00281,0.00447,0.00513,0.00513,0.00513,0.00513
"Medium","Incheon","22 Years",0.00348,0.00200,0.00437,0.00670,0.00762,0.00762,0.00762,0.00762
"Medium","Incheon","23 Years",0.00656,0.00343,0.00664,0.00979,0.01105,0.01105,0.01105,0.01105
"Medium","Incheon","24 Years",0.00700,0.00565,0.00983,0.01396,0.01561,0.01561,0.01561,0.01561
"Medium","Incheon","25 Years",0.01038,0.00890,0.01416,0.01938,0.02146,0.02146,0.02146,0.02146
"Medium","Incheon","26 Years",0.01503,0.01341,0.01978,0.02614,0.02868,0.02868,0.02868,0.02868
"Medium","Incheon","27 Years",0.02078,0.01929,0.02675,0.03421,0.03719,0.03719,0.03719,0.03719
"Medium","Incheon","28 Years",0.03226,0.02647,0.03491,0.04336,0.04675,0.04675,0.04675,0.04675
"Medium","Incheon","29 Years",0.04129,0.03458,0.04384,0.05313,0.05685,0.05685,0.05685,0.05685
"Medium","Incheon","30 Years",0.05338,0.04298,0.05287,0.06281,0.06680,0.06680,0.06680,0.06680
"Medium","Incheon","31 Years",0.06667,0.05072,0.06133,0.07199,0.07570,0.07570,0.07570,0.07570
"Medium","Incheon","32 Years",0.07665,0.05675,0.06807,0.07946,0.08259,0.08259,0.08259,0.08259
"Medium","Incheon","33 Years",0.07651,0.06011,0.07210,0.08416,0.08659,0.08659,0.08659,0.08659
"Medium","Incheon","34 Years",0.06843,0.06018,0.07263,0.08517,0.08785,0.08708,0.08708,0.08708
"Medium","Incheon","35 Years",0.06630,0.05684,0.06935,0.08196,0.08508,0.08381,0.08381,0.08381
"Medium","Incheon","36 Years",0.05468,0.05058,0.06253,0.07459,0.07823,0.07704,0.07704,0.07704
"Medium","Incheon","37 Years",0.04203,0.04232,0.05299,0.06377,0.06784,0.06750,0.06750,0.06750
"Medium","Incheon","38 Years",0.03455,0.03325,0.04200,0.05085,0.05508,0.05623,0.05623,0.05623
